"","date","type","did_win","game_id","team","conf","opp","opp_conf","min","pos","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts"
"30",2023-03-23,"post",TRUE,"ArkansasConnecticut3-23","Connecticut","BE","Arkansas","BE",200,69.9,31,54,9,20,17,21,11,32,43,22,7,3,17,19,88
"31",2023-03-23,"post",TRUE,"Florida AtlanticTennessee3-23","Florida Atlantic","CUSA","Tennessee","CUSA",200,57.65,21,50,8,27,12,16,12,28,40,12,1,2,12,14,62
"32",2023-03-23,"post",FALSE,"Florida AtlanticTennessee3-23","Tennessee","SEC","Florida Atlantic","SEC",200,57.65,21,63,6,23,7,12,17,19,36,12,7,1,6,18,55
"33",2023-03-23,"post",TRUE,"GonzagaUCLA3-23","Gonzaga","WCC","UCLA","WCC",200,72.8375,32,64,6,16,9,17,16,34,50,14,2,3,16,15,79
"34",2023-03-23,"post",FALSE,"GonzagaUCLA3-23","UCLA","P12","Gonzaga","P12",200,72.8375,28,67,7,18,13,16,7,19,26,14,8,4,6,15,76
"35",2023-03-23,"post",FALSE,"Michigan St.Kansas St.3-23","Michigan St.","B10","Kansas St.","B10",225,73.025,31,63,13,25,18,22,13,24,37,18,2,6,13,16,93
"36",2023-03-23,"post",TRUE,"Michigan St.Kansas St.3-23","Kansas St.","B12","Michigan St.","B12",225,73.025,38,68,11,24,11,16,8,23,31,26,10,3,5,24,98
"37",2023-03-22,"post",TRUE,"CharlotteEastern Kentucky3-22","Charlotte","CUSA","Eastern Kentucky","CUSA",200,58.0625,29,45,10,22,3,6,2,20,22,17,4,2,10,10,71
"38",2023-03-22,"post",FALSE,"CharlotteEastern Kentucky3-22","Eastern Kentucky","ASun","Charlotte","ASun",200,58.0625,25,54,12,30,6,9,8,15,23,12,4,0,10,10,68
"39",2023-03-22,"post",TRUE,"UABVanderbilt3-22","UAB","CUSA","Vanderbilt","CUSA",200,65.225,24,64,2,15,17,17,16,31,47,8,8,3,10,15,67
"40",2023-03-22,"post",FALSE,"UABVanderbilt3-22","Vanderbilt","SEC","UAB","SEC",200,65.225,25,75,8,31,1,5,22,24,46,9,7,8,9,15,59
"41",2023-03-22,"post",FALSE,"CincinnatiUtah Valley3-22","Cincinnati","Amer","Utah Valley","Amer",200,72.7625,27,79,6,25,8,10,18,22,40,11,5,2,8,21,68
"42",2023-03-22,"post",TRUE,"CincinnatiUtah Valley3-22","Utah Valley","WAC","Cincinnati","WAC",200,72.7625,25,55,5,17,19,29,11,35,46,17,3,5,14,15,74
"43",2023-03-21,"post",TRUE,"North TexasOklahoma St.3-21","North Texas","CUSA","Oklahoma St.","CUSA",225,66.55,23,65,9,30,10,11,13,25,38,8,8,4,12,15,65
"44",2023-03-21,"post",FALSE,"North TexasOklahoma St.3-21","Oklahoma St.","B12","North Texas","B12",225,66.55,20,61,4,22,15,25,20,24,44,9,5,4,11,13,59
"45",2023-03-21,"post",FALSE,"Southern UtahEastern Kentucky3-21","Southern Utah","WAC","Eastern Kentucky","WAC",250,94.475,38,79,16,35,14,19,13,32,45,16,4,4,22,17,106
"46",2023-03-21,"post",TRUE,"Southern UtahEastern Kentucky3-21","Eastern Kentucky","ASun","Southern Utah","ASun",250,94.475,44,87,7,18,13,23,15,32,47,12,12,7,9,16,108
"47",2023-03-21,"post",TRUE,"WisconsinOregon3-21","Wisconsin","B10","Oregon","B10",200,64.4375,21,63,7,22,12,13,14,30,44,15,6,1,10,14,61
"48",2023-03-21,"post",FALSE,"WisconsinOregon3-21","Oregon","P12","Wisconsin","P12",200,64.4375,24,55,6,21,4,12,6,29,35,12,5,8,9,15,58
"49",2023-03-21,"post",TRUE,"CharlotteRadford3-21","Charlotte","CUSA","Radford","CUSA",200,59.9625,20,43,6,21,17,19,4,26,30,13,2,1,10,9,63
"50",2023-03-21,"post",FALSE,"CharlotteRadford3-21","Radford","BSth","Charlotte","BSth",200,59.9625,26,63,2,13,2,4,12,21,33,8,4,1,9,15,56
"51",2023-03-20,"post",FALSE,"Indiana St.Eastern Kentucky3-20","Indiana St.","MVC","Eastern Kentucky","MVC",225,80.575,32,60,9,24,15,20,5,27,32,20,7,2,18,15,88
"52",2023-03-20,"post",TRUE,"Indiana St.Eastern Kentucky3-20","Eastern Kentucky","ASun","Indiana St.","ASun",225,80.575,34,69,9,21,12,14,8,24,32,14,9,3,11,16,89
"53",2023-03-20,"post",TRUE,"Southern UtahRice3-20","Southern Utah","WAC","Rice","WAC",200,71.6,31,60,11,27,8,14,10,32,42,13,3,3,13,18,81
"54",2023-03-20,"post",FALSE,"Southern UtahRice3-20","Rice","CUSA","Southern Utah","CUSA",200,71.6,29,81,7,29,14,18,21,23,44,10,8,4,5,15,79
"55",2023-03-20,"post",FALSE,"San Jose St.Radford3-20","San Jose St.","MWC","Radford","MWC",200,61.5125,20,56,8,24,9,11,11,24,35,10,6,3,12,13,57
"56",2023-03-20,"post",TRUE,"San Jose St.Radford3-20","Radford","BSth","San Jose St.","BSth",200,61.5125,27,65,6,16,7,8,14,26,40,12,7,2,6,12,67
"57",2023-03-20,"post",TRUE,"CharlotteMilwaukee3-20","Charlotte","CUSA","Milwaukee","CUSA",200,67.7,28,58,11,27,9,14,7,18,25,17,16,4,9,12,76
"58",2023-03-20,"post",FALSE,"CharlotteMilwaukee3-20","Milwaukee","Horz","Charlotte","Horz",200,67.7,26,55,4,14,9,10,11,26,37,8,4,3,20,15,65
"59",2023-03-19,"post",TRUE,"Eastern KentuckyCleveland St.3-19","Eastern Kentucky","ASun","Cleveland St.","ASun",225,76.125,37,75,7,19,10,15,20,30,50,12,4,6,13,14,91
"60",2023-03-19,"post",FALSE,"Eastern KentuckyCleveland St.3-19","Cleveland St.","Horz","Eastern Kentucky","Horz",225,76.125,30,70,4,18,11,15,10,19,29,9,5,5,10,14,75
"61",2023-03-19,"post",FALSE,"LibertyWisconsin3-19","Liberty","ASun","Wisconsin","ASun",200,64.7375,26,55,8,27,11,17,5,20,25,11,0,4,7,23,71
"62",2023-03-19,"post",TRUE,"LibertyWisconsin3-19","Wisconsin","B10","Liberty","B10",200,64.7375,27,50,1,15,20,24,4,27,31,5,2,1,7,15,75
"63",2023-03-19,"post",FALSE,"PittsburghXavier3-19","Pittsburgh","ACC","Xavier","ACC",200,77.425,27,70,6,20,13,20,10,31,41,11,2,5,9,18,73
"64",2023-03-19,"post",TRUE,"PittsburghXavier3-19","Xavier","BE","Pittsburgh","BE",200,77.425,30,63,8,24,16,26,7,37,44,22,6,4,8,21,84
"65",2023-03-19,"post",TRUE,"RiceDuquesne3-19","Rice","CUSA","Duquesne","CUSA",200,69.075,32,56,5,17,15,21,8,23,31,15,10,0,11,17,84
"66",2023-03-19,"post",FALSE,"RiceDuquesne3-19","Duquesne","A10","Rice","A10",200,69.075,26,62,14,36,12,13,13,19,32,14,1,0,14,17,78
"67",2023-03-19,"post",FALSE,"Eastern WashingtonOklahoma St.3-19","Eastern Washington","BSky","Oklahoma St.","BSky",200,68.9625,22,57,9,31,7,11,8,23,31,12,10,1,13,13,60
"68",2023-03-19,"post",TRUE,"Eastern WashingtonOklahoma St.3-19","Oklahoma St.","B12","Eastern Washington","B12",200,68.9625,26,54,11,24,8,12,8,30,38,16,8,3,19,13,71
"69",2023-03-19,"post",FALSE,"KentuckyKansas St.3-19","Kentucky","SEC","Kansas St.","SEC",200,68.2625,26,63,4,20,13,17,19,26,45,12,6,1,16,17,69
"70",2023-03-19,"post",TRUE,"KentuckyKansas St.3-19","Kansas St.","B12","Kentucky","B12",200,68.2625,26,54,5,21,18,22,4,21,25,14,11,4,8,17,75
"71",2023-03-19,"post",FALSE,"Morehead St.UAB3-19","Morehead St.","OVC","UAB","OVC",200,64.8,23,62,7,33,6,8,7,23,30,11,4,1,6,12,59
"72",2023-03-19,"post",TRUE,"Morehead St.UAB3-19","UAB","CUSA","Morehead St.","CUSA",200,64.8,33,66,5,19,6,8,11,33,44,16,3,6,6,10,77
"73",2023-03-19,"post",TRUE,"RadfordTarleton St.3-19","Radford","BSth","Tarleton St.","BSth",225,69.1,29,54,7,15,7,12,8,18,26,16,6,3,19,18,72
"74",2023-03-19,"post",FALSE,"RadfordTarleton St.3-19","Tarleton St.","WAC","Radford","WAC",225,69.1,24,54,5,10,17,20,11,18,29,10,9,3,15,17,70
"75",2023-03-19,"post",FALSE,"Sam Houston St.North Texas3-19","Sam Houston St.","WAC","North Texas","WAC",200,62.25,22,58,7,24,4,11,10,22,32,9,3,1,9,13,55
"76",2023-03-19,"post",TRUE,"Sam Houston St.North Texas3-19","North Texas","CUSA","Sam Houston St.","CUSA",200,62.25,26,50,16,29,7,9,3,29,32,17,7,4,11,12,75
"77",2023-03-19,"post",TRUE,"Michigan St.Marquette3-19","Michigan St.","B10","Marquette","B10",200,66.7875,24,54,2,16,19,23,10,26,36,8,9,3,13,19,69
"78",2023-03-19,"post",FALSE,"Michigan St.Marquette3-19","Marquette","BE","Michigan St.","BE",200,66.7875,20,52,11,27,9,14,9,22,31,11,3,0,16,18,60
"79",2023-03-19,"post",FALSE,"Saint Mary'sConnecticut3-19","Saint Mary's","WCC","Connecticut","WCC",200,62.675,19,49,4,14,13,19,4,19,23,9,6,1,9,13,55
"80",2023-03-19,"post",TRUE,"Saint Mary'sConnecticut3-19","Connecticut","BE","Saint Mary's","BE",200,62.675,27,50,10,22,6,7,5,27,32,15,2,5,14,16,70
"81",2023-03-19,"post",TRUE,"MilwaukeeStetson3-19","Milwaukee","Horz","Stetson","Horz",225,82.5625,27,71,7,33,26,30,12,30,42,11,8,4,9,20,87
"82",2023-03-19,"post",FALSE,"MilwaukeeStetson3-19","Stetson","ASun","Milwaukee","ASun",225,82.5625,28,77,8,33,19,25,21,36,57,11,6,3,15,23,83
"83",2023-03-19,"post",TRUE,"CreightonBaylor3-19","Creighton","BE","Baylor","BE",200,70.2375,26,55,11,24,22,22,10,24,34,14,4,2,14,16,85
"84",2023-03-19,"post",FALSE,"CreightonBaylor3-19","Baylor","B12","Creighton","B12",200,70.2375,29,63,5,22,13,19,11,18,29,5,5,5,10,21,76
"85",2023-03-19,"post",FALSE,"UCFOregon3-19","UCF","Amer","Oregon","Amer",200,72,19,62,5,30,11,14,10,21,31,6,11,2,13,22,54
"86",2023-03-19,"post",TRUE,"UCFOregon3-19","Oregon","P12","UCF","P12",200,72,23,47,5,19,17,26,5,35,40,14,6,0,18,16,68
"87",2023-03-19,"post",FALSE,"Fairleigh DickinsonFlorida Atlantic3-19","Fairleigh Dickinson","NEC","Florida Atlantic","NEC",200,72.65,27,71,9,31,7,10,13,31,44,12,3,3,11,15,70
"88",2023-03-19,"post",TRUE,"Fairleigh DickinsonFlorida Atlantic3-19","Florida Atlantic","CUSA","Fairleigh Dickinson","CUSA",200,72.65,29,71,9,31,11,18,15,32,47,18,8,5,7,12,78
"89",2023-03-19,"post",TRUE,"Miami FLIndiana3-19","Miami FL","ACC","Indiana","ACC",200,68.9125,34,70,9,23,8,13,20,28,48,14,7,3,12,13,85
"90",2023-03-19,"post",FALSE,"Miami FLIndiana3-19","Indiana","B10","Miami FL","B10",200,68.9125,26,63,8,25,9,14,12,19,31,10,9,7,12,14,69
"91",2023-03-19,"post",TRUE,"Utah ValleyColorado3-19","Utah Valley","WAC","Colorado","WAC",200,70.0375,33,59,9,17,6,6,5,27,32,14,5,3,13,10,81
"92",2023-03-19,"post",FALSE,"Utah ValleyColorado3-19","Colorado","P12","Utah Valley","P12",200,70.0375,29,62,4,19,7,11,9,21,30,11,10,5,12,12,69
"93",2023-03-19,"post",FALSE,"TCUGonzaga3-19","TCU","B12","Gonzaga","B12",200,76.6875,30,67,9,25,12,20,10,26,36,16,3,6,9,24,81
"94",2023-03-19,"post",TRUE,"TCUGonzaga3-19","Gonzaga","WCC","TCU","WCC",200,76.6875,30,67,8,25,16,25,12,31,43,14,6,5,11,17,84
"95",2023-03-18,"post",FALSE,"MichiganVanderbilt3-18","Michigan","B10","Vanderbilt","B10",200,66.3625,23,53,3,12,16,19,11,29,40,6,3,2,15,15,65
"96",2023-03-18,"post",TRUE,"MichiganVanderbilt3-18","Vanderbilt","SEC","Michigan","SEC",200,66.3625,25,58,6,23,10,12,4,19,23,9,6,2,7,20,66
"97",2023-03-18,"post",FALSE,"USC UpstateIndiana St.3-18","USC Upstate","BSth","Indiana St.","BSth",200,69.275,26,69,5,24,5,9,12,26,38,5,8,9,7,11,62
"98",2023-03-18,"post",TRUE,"USC UpstateIndiana St.3-18","Indiana St.","MVC","USC Upstate","MVC",200,69.275,25,56,9,25,8,9,5,33,38,9,5,3,15,13,67
"99",2023-03-18,"post",FALSE,"FurmanSan Diego St.3-18","Furman","SC","San Diego St.","SC",200,63.1,16,50,6,26,14,18,6,19,25,7,3,3,9,17,52
"100",2023-03-18,"post",TRUE,"FurmanSan Diego St.3-18","San Diego St.","MWC","Furman","MWC",200,63.1,29,58,6,20,11,14,10,31,41,17,5,6,10,18,75
"101",2023-03-18,"post",FALSE,"North AlabamaSouthern Utah3-18","North Alabama","ASun","Southern Utah","ASun",200,75.7,20,67,7,24,3,6,11,36,47,6,6,5,16,16,50
"102",2023-03-18,"post",TRUE,"North AlabamaSouthern Utah3-18","Southern Utah","WAC","North Alabama","WAC",200,75.7,26,69,9,26,11,18,11,39,50,13,10,6,10,8,72
"103",2023-03-18,"post",TRUE,"CincinnatiHofstra3-18","Cincinnati","Amer","Hofstra","Amer",200,70.3375,30,57,4,14,15,20,11,31,42,15,9,4,15,15,79
"104",2023-03-18,"post",FALSE,"CincinnatiHofstra3-18","Hofstra","CAA","Cincinnati","CAA",200,70.3375,24,64,7,21,10,13,11,16,27,17,5,2,11,14,65
"105",2023-03-18,"post",FALSE,"DukeTennessee3-18","Duke","ACC","Tennessee","ACC",200,60.75,21,49,6,22,4,7,6,24,30,10,3,4,15,17,52
"106",2023-03-18,"post",TRUE,"DukeTennessee3-18","Tennessee","SEC","Duke","SEC",200,60.75,23,57,9,21,10,13,12,23,35,15,8,5,9,11,65
"107",2023-03-18,"post",FALSE,"Southern IndianaSan Jose St.3-18","Southern Indiana","OVC","San Jose St.","OVC",200,62.7875,19,52,6,22,8,20,8,17,25,6,4,1,9,17,52
"108",2023-03-18,"post",TRUE,"Southern IndianaSan Jose St.3-18","San Jose St.","MWC","Southern Indiana","MWC",200,62.7875,29,64,6,19,13,17,18,32,50,10,3,4,9,18,77
"109",2023-03-18,"post",TRUE,"CharlotteWestern Carolina3-18","Charlotte","CUSA","Western Carolina","CUSA",200,62.175,20,52,8,22,17,19,5,27,32,9,6,1,7,11,65
"110",2023-03-18,"post",FALSE,"CharlotteWestern Carolina3-18","Western Carolina","SC","Charlotte","SC",200,62.175,25,53,3,20,3,7,5,27,32,9,4,2,10,17,56
"111",2023-03-18,"post",TRUE,"ArkansasKansas3-18","Arkansas","SEC","Kansas","SEC",200,66.6125,24,58,3,15,21,26,15,21,36,8,5,3,11,25,72
"112",2023-03-18,"post",FALSE,"ArkansasKansas3-18","Kansas","B12","Arkansas","B12",200,66.6125,24,50,5,13,18,25,7,22,29,9,5,4,12,23,71
"113",2023-03-18,"post",TRUE,"PrincetonMissouri3-18","Princeton","Ivy","Missouri","Ivy",200,62.725,27,62,12,33,12,15,16,28,44,16,2,4,9,9,78
"114",2023-03-18,"post",FALSE,"PrincetonMissouri3-18","Missouri","SEC","Princeton","SEC",200,62.725,25,61,6,22,7,7,8,22,30,10,7,4,7,18,63
"115",2023-03-18,"post",FALSE,"AuburnHouston3-18","Auburn","SEC","Houston","SEC",200,64.4375,20,53,5,16,19,36,13,21,34,11,1,3,8,22,64
"116",2023-03-18,"post",TRUE,"AuburnHouston3-18","Houston","Amer","Auburn","Amer",200,64.4375,25,60,7,22,24,29,17,28,45,11,4,12,7,25,81
"117",2023-03-18,"post",FALSE,"Penn St.Texas3-18","Penn St.","B10","Texas","B10",200,64.225,25,60,8,28,8,11,9,24,33,6,3,1,9,12,66
"118",2023-03-18,"post",TRUE,"Penn St.Texas3-18","Texas","B12","Penn St.","B12",200,64.225,31,61,1,13,8,11,8,29,37,10,4,2,5,13,71
"119",2023-03-18,"post",FALSE,"NorthwesternUCLA3-18","Northwestern","B10","UCLA","B10",200,59.55,22,59,6,22,13,15,14,20,34,11,5,0,8,16,63
"120",2023-03-18,"post",TRUE,"NorthwesternUCLA3-18","UCLA","P12","Northwestern","P12",200,59.55,22,44,6,15,18,21,3,25,28,17,4,3,8,14,68
"121",2023-03-18,"post",FALSE,"MarylandAlabama3-18","Maryland","B10","Alabama","B10",200,67.1375,19,54,1,8,12,21,10,22,32,6,7,5,13,18,51
"122",2023-03-18,"post",TRUE,"MarylandAlabama3-18","Alabama","SEC","Maryland","SEC",200,67.1375,23,58,6,21,21,28,15,29,44,7,9,4,11,18,73
"123",2023-03-17,"post",FALSE,"UC Santa BarbaraBaylor3-17","UC Santa Barbara","BW","Baylor","BW",200,61.9375,23,49,4,16,6,9,4,19,23,12,3,1,14,15,56
"124",2023-03-17,"post",TRUE,"UC Santa BarbaraBaylor3-17","Baylor","B12","UC Santa Barbara","B12",200,61.9375,28,51,8,22,10,16,7,22,29,14,5,1,9,13,74
"125",2023-03-17,"post",FALSE,"Kennesaw St.Xavier3-17","Kennesaw St.","ASun","Xavier","ASun",200,71.7125,27,64,5,19,8,13,10,28,38,12,5,1,11,21,67
"126",2023-03-17,"post",TRUE,"Kennesaw St.Xavier3-17","Xavier","BE","Kennesaw St.","BE",200,71.7125,24,52,2,12,22,30,4,32,36,16,6,4,10,17,72
"127",2023-03-17,"post",FALSE,"VCUSaint Mary's3-17","VCU","A10","Saint Mary's","A10",200,62.2125,18,49,5,14,10,16,9,20,29,7,7,5,14,21,51
"128",2023-03-17,"post",TRUE,"VCUSaint Mary's3-17","Saint Mary's","WCC","VCU","WCC",200,62.2125,20,49,3,17,20,27,11,26,37,13,8,6,12,19,63
"129",2023-03-17,"post",FALSE,"VermontMarquette3-17","Vermont","AE","Marquette","AE",200,62.9375,23,53,8,25,7,10,5,25,30,15,3,1,10,14,61
"130",2023-03-17,"post",TRUE,"VermontMarquette3-17","Marquette","BE","Vermont","BE",200,62.9375,29,56,10,20,10,15,5,26,31,15,7,1,5,11,78
"131",2023-03-17,"post",FALSE,"North Carolina St.Creighton3-17","North Carolina St.","ACC","Creighton","ACC",200,69.075,24,64,3,14,12,15,9,26,35,3,4,1,6,18,63
"132",2023-03-17,"post",TRUE,"North Carolina St.Creighton3-17","Creighton","BE","North Carolina St.","BE",200,69.075,26,56,3,20,17,19,3,31,34,15,3,6,8,14,72
"133",2023-03-17,"post",TRUE,"PittsburghIowa St.3-17","Pittsburgh","ACC","Iowa St.","ACC",200,61.9,14,41,6,19,25,29,7,32,39,10,6,4,15,19,59
"134",2023-03-17,"post",FALSE,"PittsburghIowa St.3-17","Iowa St.","B12","Pittsburgh","B12",200,61.9,14,60,2,21,11,19,16,21,37,7,8,3,8,22,41
"135",2023-03-17,"post",FALSE,"IonaConnecticut3-17","Iona","MAAC","Connecticut","MAAC",200,65.625,22,57,7,16,12,16,7,22,29,9,7,3,6,13,63
"136",2023-03-17,"post",TRUE,"IonaConnecticut3-17","Connecticut","BE","Iona","BE",200,65.625,32,66,11,25,12,14,14,31,45,24,4,5,9,15,87
"137",2023-03-17,"post",FALSE,"ProvidenceKentucky3-17","Providence","BE","Kentucky","BE",200,63.7,21,58,5,24,6,11,8,23,31,12,5,1,10,16,53
"138",2023-03-17,"post",TRUE,"ProvidenceKentucky3-17","Kentucky","SEC","Providence","SEC",200,63.7,23,63,5,16,10,13,18,30,48,10,6,4,11,12,61
"139",2023-03-17,"post",FALSE,"DrakeMiami FL3-17","Drake","MVC","Miami FL","MVC",200,69.2875,22,55,7,24,5,8,2,33,35,15,4,3,12,19,56
"140",2023-03-17,"post",TRUE,"DrakeMiami FL3-17","Miami FL","ACC","Drake","ACC",200,69.2875,17,56,6,18,23,29,9,32,41,6,7,1,9,11,63
"141",2023-03-17,"post",FALSE,"Grand CanyonGonzaga3-17","Grand Canyon","WAC","Gonzaga","WAC",200,67.675,28,65,9,24,5,7,7,18,25,11,5,0,7,16,70
"142",2023-03-17,"post",TRUE,"Grand CanyonGonzaga3-17","Gonzaga","WCC","Grand Canyon","WCC",200,67.675,30,56,7,15,15,19,10,29,39,13,6,8,12,15,82
"143",2023-03-17,"post",TRUE,"Fairleigh DickinsonPurdue3-17","Fairleigh Dickinson","NEC","Purdue","NEC",200,63.8875,24,62,7,23,8,10,11,22,33,11,11,3,9,19,63
"144",2023-03-17,"post",FALSE,"Fairleigh DickinsonPurdue3-17","Purdue","B10","Fairleigh Dickinson","B10",200,63.8875,19,53,5,26,15,19,15,27,42,15,3,6,16,13,58
"145",2023-03-17,"post",TRUE,"Florida AtlanticMemphis3-17","Florida Atlantic","CUSA","Memphis","CUSA",200,59.9625,25,65,8,28,8,11,18,21,39,12,2,2,9,13,66
"146",2023-03-17,"post",FALSE,"Florida AtlanticMemphis3-17","Memphis","Amer","Florida Atlantic","Amer",200,59.9625,25,58,6,22,9,12,13,23,36,11,6,3,8,12,65
"147",2023-03-17,"post",FALSE,"Montana St.Kansas St.3-17","Montana St.","BSky","Kansas St.","BSky",200,69.3875,25,54,6,21,9,17,8,19,27,14,8,3,16,13,65
"148",2023-03-17,"post",TRUE,"Montana St.Kansas St.3-17","Kansas St.","B12","Montana St.","B12",200,69.3875,32,55,4,15,9,12,6,23,29,21,9,3,14,16,77
"149",2023-03-17,"post",FALSE,"Arizona St.TCU3-17","Arizona St.","P12","TCU","P12",200,66.6875,25,52,8,17,12,18,6,28,34,10,3,7,13,21,70
"150",2023-03-17,"post",TRUE,"Arizona St.TCU3-17","TCU","B12","Arizona St.","B12",200,66.6875,22,62,8,23,20,27,14,24,38,14,6,4,5,20,72
"151",2023-03-17,"post",FALSE,"Kent St.Indiana3-17","Kent St.","MAC","Indiana","MAC",200,64.4625,22,69,7,21,9,12,19,23,42,11,6,4,9,12,60
"152",2023-03-17,"post",TRUE,"Kent St.Indiana3-17","Indiana","B10","Kent St.","B10",200,64.4625,29,62,5,14,8,11,10,29,39,14,4,7,7,13,71
"153",2023-03-17,"post",FALSE,"USCMichigan St.3-17","USC","P12","Michigan St.","P12",200,64.8375,24,58,7,20,7,8,8,28,36,15,2,2,11,18,62
"154",2023-03-17,"post",TRUE,"USCMichigan St.3-17","Michigan St.","B10","USC","B10",200,64.8375,26,54,5,14,15,25,8,26,34,11,7,3,7,10,72
